run_id,scope_level,agency_name,domain,archetype_primary,nexo_project_count,web_project_count,matched_project_count,coverage_critical_pct,requires_playwright,extraction_cost_level,viability_score,final_decision,included_in_mvp,condition_or_exclusion_reason,next_action
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,CISSAC,,discovery_pending,10,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,IMAGINA,imagina.pe,blocked_or_restricted,10,19,0,0,false,not_allowed,13,No-go técnico,false,"Acceso bloqueado, login/CAPTCHA o sitio no estructurable sin evasion permitida.",Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,LIDER,lider.com.pe,embedded_json_html,10,0,0,0,false,medium,32,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,HL DESARROLLOS INMOBILIARIOS,hldi.pe,wordpress_sitemap_rest_html,9,22,0,79,false,low_medium,80,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,9,24,1,71,false,medium,84,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,REYNA INMOBILIARIA,reynainmobiliaria.pe,wordpress_sitemap_rest_html,9,7,1,32,false,low_medium,63,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 18 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,BESCO,besco.com.pe,blocked_or_restricted,8,12,0,0,false,not_allowed,13,No-go técnico,false,"Acceso bloqueado, login/CAPTCHA o sitio no estructurable sin evasion permitida.",Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,COSAPI,cosapiinmobiliaria.com.pe,wordpress_sitemap_rest_html,8,32,2,64,false,low_medium,88,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,Cygnus Grupo Inmobiliario,constructoracygnus.com,wordpress_sitemap_rest_html,8,0,0,0,false,low_medium,35,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRUPO SOL,gruposol.com.pe,wordpress_sitemap_rest_html,8,27,2,57,false,low_medium,86,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRUPO TyC,grupotyc.com,wordpress_sitemap_rest_html,8,10,1,45,false,low_medium,69,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 14 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MADRID INMOBILIARIA,madridinmobiliaria.pe,embedded_json_html,8,13,0,64,false,medium,71,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,GRUPO LAR,grupolar.com,wordpress_sitemap_rest_html,7,2,0,0,false,low_medium,22,No-go legal/operativo,false,Restriccion legal/operativa: robots_disallow_relevant_paths.,Enviar a revision legal/operativa antes de cualquier automatizacion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ACTUAL,actual.pe,wordpress_sitemap_rest_html,6,40,2,64,false,low_medium,90,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CONSTRUCTORA INARCO,inarco.com.pe,wordpress_sitemap_rest_html,6,7,0,50,false,low_medium,67,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,FORTEM GESTORA INMOBILIARIA,fortem.com.pe,embedded_json_html,6,0,0,0,false,medium,37,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,GRUPO CARAL,canal-soporte.com,playwright_rendered_html,6,0,0,0,true,high,25,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRV CORPORATIVA,grvcorp.com,wordpress_sitemap_rest_html,6,29,0,50,false,low_medium,73,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INMGENIO,inmgenio.pe,wordpress_sitemap_rest_html,6,32,0,54,false,low_medium,72,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,AURORA GRUPO INMOBILIARIO,grupoaurora.pe,wordpress_sitemap_rest_html,5,35,0,57,false,low_medium,80,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,AVENIR GRUPO INMOBILIARIO,avenir.pe,embedded_json_html,5,10,0,46,false,medium,68,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,CANTABRIA,inmobiliariacantabria.com,wordpress_sitemap_rest_html,5,35,2,79,false,low_medium,94,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,CIUDARIS,,discovery_pending,5,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,DOMUN INMOBILIARIA,,discovery_pending,5,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,EVERGRAN GRUPO INMOBILIARIO,evergran.pe,embedded_json_html,5,13,1,64,false,medium,80,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,FRONTERA,frontera.pe,wordpress_sitemap_rest_html,5,31,1,43,false,low_medium,77,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GDC INMOBILIARIA,gdcinmobiliaria.pe,wordpress_sitemap_rest_html,5,36,1,64,false,low_medium,82,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,INHOUSE,inhouse.com.pe,embedded_json_html,5,9,0,71,false,medium,70,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,LOS PORTALES DEPARTAMENTOS,losportales.com.pe,wordpress_sitemap_rest_html,5,2,0,54,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,LUGANO,luganosac.com,wordpress_sitemap_rest_html,5,45,0,61,false,low_medium,75,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MS INMOBILIARIA,msinmobiliaria.pe,wordpress_sitemap_rest_html,5,14,2,61,false,low_medium,85,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,QUATRO INMOBILIARIA,quatro.pe,playwright_rendered_html,5,0,0,0,true,high,25,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,SEMBRA INMOBILIARIA,sembra.pe,wordpress_sitemap_rest_html,5,31,0,57,false,low_medium,73,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,TER INMOBILIARIA,terinmobiliaria.com,wordpress_sitemap_rest_html,5,14,2,64,false,low_medium,86,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,TORATTO GRUPO INMOBILIARIO,grupotoratto.com,wordpress_sitemap_rest_html,5,30,2,71,false,low_medium,92,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VIENNA GRUPO INMOBILIARIO,vienna.pe,wordpress_sitemap_rest_html,5,20,1,61,false,low_medium,83,Go condicionado,false,Inclusion condicionada: 4 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VITAIN,vitain.pe,wordpress_sitemap_rest_html,5,27,1,61,false,low_medium,84,Go condicionado,false,Inclusion condicionada: 3 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VIVE PLM,viveplm.com,embedded_json_html,5,7,0,46,false,medium,64,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,ZAFIRA INMOBILIARIA,evolta.pe,wordpress_sitemap_rest_html,5,38,0,0,false,low_medium,57,Discovery pendiente,false,Discovery completo pero muestra Fase 5 insuficiente para decidir alcance final.,Ejecutar muestra Fase 5 para esta web antes de decidir MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ARTECO,arteco.pe,wordpress_sitemap_rest_html,4,13,0,50,false,low_medium,71,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,BECA INMOBILIARIA,beca.pe,wordpress_sitemap_rest_html,4,46,0,64,false,low_medium,75,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CONFORTA INMOBILIARIA,confortainmobiliaria.com,wordpress_sitemap_rest_html,4,1,0,50,false,low_medium,64,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,DKASA,dkasa.com.pe,wordpress_sitemap_rest_html,4,38,1,64,false,low_medium,82,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ENACORP,enacorp.pe,wordpress_sitemap_rest_html,4,8,2,61,false,low_medium,83,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRANADERO INMOBILIARIA,granadero.com.pe,wordpress_sitemap_rest_html,4,23,2,46,false,low_medium,86,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,GRUPO BINDA,bindaingenieros.com,wordpress_sitemap_rest_html,4,56,0,0,false,low_medium,57,Discovery pendiente,false,Discovery completo pero muestra Fase 5 insuficiente para decidir alcance final.,Ejecutar muestra Fase 5 para esta web antes de decidir MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,IFI INMOBILIARIA,ifiperu.com,embedded_json_html,4,0,0,0,false,medium,37,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,LA VENTUROSA,laventurosa.com,wordpress_sitemap_rest_html,4,11,2,50,false,low_medium,85,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Morada,morada.pe,wordpress_sitemap_rest_html,4,16,0,57,false,low_medium,75,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,MULTIURBE,multiurbe.com,wordpress_sitemap_rest_html,4,35,2,75,false,low_medium,93,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ORTIZ INMOBILIARIA,oiperu.com,wordpress_sitemap_rest_html,4,33,2,64,false,low_medium,90,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PROMSAL,promsal.com,embedded_json_html,4,1,0,29,false,medium,54,Go condicionado,false,Inclusion condicionada: 10 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,SAN CHARBEL EDIFICACIONES,sancharbel.pe,embedded_json_html,4,34,0,57,false,medium,71,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,URBALIMA,urbalima.pe,wordpress_sitemap_rest_html,4,31,0,61,false,low_medium,78,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,2K INMOBILIARIA,2kinmobiliaria.com,wordpress_sitemap_rest_html,3,10,0,64,false,low_medium,80,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,AKAMAI,alpunto.com.pe,wordpress_sitemap_rest_html,3,1,0,57,false,low_medium,64,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,ALERCES INMOBILIARIA,evolta.pe,wordpress_sitemap_rest_html,3,20,0,0,false,low_medium,57,Discovery pendiente,false,Discovery completo pero muestra Fase 5 insuficiente para decidir alcance final.,Ejecutar muestra Fase 5 para esta web antes de decidir MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ANDEN,anden.com.pe,wordpress_sitemap_rest_html,3,12,0,43,false,low_medium,72,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ANDIAMO,andiamo.com.pe,embedded_json_html,3,8,1,54,false,medium,72,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ASTER HOMES,aster-homes.com,embedded_json_html,3,6,1,61,false,medium,75,Go condicionado,false,Inclusion condicionada: 3 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,BALANCE GRUPO INMOBILIARIO,balance.pe,wordpress_sitemap_rest_html,3,13,0,21,false,low_medium,61,Go condicionado,false,Inclusion condicionada: 11 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,BARQUEROS INMOBILIARIA,barqueros.com,wordpress_sitemap_rest_html,3,10,0,57,false,low_medium,71,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CHECOR INMOBILIARIA,checor.com,wordpress_sitemap_rest_html,3,8,1,64,false,low_medium,77,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,DITRENZZO,ditrenzzo.com,wordpress_sitemap_rest_html,3,6,1,64,false,low_medium,77,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,ECOHABITAT DESARROLLO INMOBILIARIO,,discovery_pending,3,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,EFICAXX GRUPO INMOBILIARIO,eficaxx.pe,wordpress_sitemap_rest_html,3,1,0,64,false,low_medium,67,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ESPARQ EOM,esparq.com,static_html_sitemap,3,9,0,50,false,low,66,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,FLAT,flat-peru.com,wordpress_sitemap_rest_html,3,2,0,43,false,low_medium,68,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,FRANCA INMOBILIARIA,francainmobiliaria.pe,wordpress_sitemap_rest_html,3,9,0,50,false,low_medium,73,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,FUNDAMENTA,evolta.pe,wordpress_sitemap_rest_html,3,10,0,0,false,low_medium,55,Discovery pendiente,false,Discovery completo pero muestra Fase 5 insuficiente para decidir alcance final.,Ejecutar muestra Fase 5 para esta web antes de decidir MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Grupo Santa Maria,gruposantamaria.com,wordpress_sitemap_rest_html,3,29,0,54,false,low_medium,74,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,IN URBAN,inurban.pe,wordpress_sitemap_rest_html,3,5,0,36,false,low_medium,64,Go condicionado,false,Inclusion condicionada: 9 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INFINITY GROUP,infinitygroup.pe,embedded_json_html,3,5,0,57,false,medium,65,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,LA MURALLA,lamuralla.com.pe,wordpress_sitemap_rest_html,3,3,0,79,false,low_medium,72,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,LIBRE INMOBILIARIA,,discovery_pending,3,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MAXX GRUPO INMOBILIARIO,grupomaxx.pe,wordpress_sitemap_rest_html,3,9,1,50,false,low_medium,76,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Mohëm Inmobiliaria,fcmconstrucciones.pe,wordpress_sitemap_rest_html,3,7,0,36,false,low_medium,64,Go condicionado,false,Inclusion condicionada: 9 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,MW GRUPO INMOBILIARIO,mwgrupoinmobiliario.pe,wordpress_sitemap_rest_html,3,13,0,0,false,low_medium,28,No-go legal/operativo,false,Restriccion legal/operativa: tos_restrictive.,Enviar a revision legal/operativa antes de cualquier automatizacion.
